module,error_ids,error_messages,count
ClassEval_0__filter,"trailing-whitespace, trailing-whitespace, trailing-whitespace, trailing-whitespace, trailing-whitespace, trailing-whitespace, trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, missing-class-docstring, simplifiable-if-statement, no-else-return, too-few-public-methods, too-few-public-methods","Trailing whitespace | Trailing whitespace | Trailing whitespace | Trailing whitespace | Trailing whitespace | Trailing whitespace | Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""ClassEval_0__filter"" doesn't conform to snake_case naming style | Missing class docstring | The if statement can be replaced with 'return bool(test)' | Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it | Too few public methods (1/2) | Too few public methods (0/2)",16
ClassEval_0__get_jwt_user,"trailing-whitespace, trailing-whitespace, line-too-long, trailing-whitespace, trailing-whitespace, trailing-whitespace, trailing-whitespace, trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, import-outside-toplevel, broad-except, undefined-variable, too-few-public-methods","Trailing whitespace | Trailing whitespace | Line too long (135/100) | Trailing whitespace | Trailing whitespace | Trailing whitespace | Trailing whitespace | Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""ClassEval_0__get_jwt_user"" doesn't conform to snake_case naming style | Import outside toplevel (datetime) | Catching too general exception Exception | Undefined variable 'datetime' | Too few public methods (1/2)",16
ClassEval_0__is_start_with,"trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, too-few-public-methods","Trailing whitespace | Final newline missing | Missing module docstring | Module name ""ClassEval_0__is_start_with"" doesn't conform to snake_case naming style | Too few public methods (1/2)",5
ClassEval_0__set_current_user_info_and_log,"trailing-whitespace, trailing-whitespace, trailing-whitespace, trailing-whitespace, trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, attribute-defined-outside-init, attribute-defined-outside-init, too-few-public-methods","Trailing whitespace | Trailing whitespace | Trailing whitespace | Trailing whitespace | Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""ClassEval_0__set_current_user_info_and_log"" doesn't conform to snake_case naming style | Attribute 'current_user' defined outside __init__ | Attribute 'access_logs' defined outside __init__ | Too few public methods (1/2)",12
ClassEval_10__calculate_binary_info,"trailing-whitespace, trailing-whitespace, trailing-whitespace, trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, no-member, too-few-public-methods","Trailing whitespace | Trailing whitespace | Trailing whitespace | Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""ClassEval_10__calculate_binary_info"" doesn't conform to snake_case naming style | Instance of '_M' has no 'binary_data' member | Too few public methods (1/2)",10
ClassEval_10__clean_non_binary_chars,"trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, attribute-defined-outside-init, too-few-public-methods","Trailing whitespace | Final newline missing | Missing module docstring | Module name ""ClassEval_10__clean_non_binary_chars"" doesn't conform to snake_case naming style | Attribute 'binary_string' defined outside __init__ | Too few public methods (1/2)",6
ClassEval_10__convert_to_ascii,"trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, no-member, no-member, too-few-public-methods","Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""ClassEval_10__convert_to_ascii"" doesn't conform to snake_case naming style | Instance of '_M' has no 'data' member | Instance of '_M' has no 'data' member | Too few public methods (1/2)",8
ClassEval_10__convert_to_utf8,"trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, no-member, too-few-public-methods","Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""ClassEval_10__convert_to_utf8"" doesn't conform to snake_case naming style | Instance of '_M' has no 'data' member | Too few public methods (1/2)",7
ClassEval_11__add,"trailing-whitespace, trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, no-self-argument, too-few-public-methods","Trailing whitespace | Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""ClassEval_11__add"" doesn't conform to snake_case naming style | Method should have ""self"" as first argument | Too few public methods (1/2)",8
ClassEval_11__check,"missing-final-newline, missing-module-docstring, invalid-name, too-few-public-methods","Final newline missing | Missing module docstring | Module name ""ClassEval_11__check"" doesn't conform to snake_case naming style | Too few public methods (1/2)",4
ClassEval_11__has,"trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, too-few-public-methods","Trailing whitespace | Final newline missing | Missing module docstring | Module name ""ClassEval_11__has"" doesn't conform to snake_case naming style | Too few public methods (1/2)",5
ClassEval_11__remove,"trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, too-few-public-methods","Trailing whitespace | Final newline missing | Missing module docstring | Module name ""ClassEval_11__remove"" doesn't conform to snake_case naming style | Too few public methods (1/2)",5
ClassEval_12__calculate_hand_value,"trailing-whitespace, trailing-whitespace, trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, too-few-public-methods","Trailing whitespace | Trailing whitespace | Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""ClassEval_12__calculate_hand_value"" doesn't conform to snake_case naming style | Too few public methods (1/2)",8
ClassEval_12__check_winner,"line-too-long, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, no-member, no-member, no-else-return, no-else-return, too-few-public-methods","Line too long (104/100) | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""ClassEval_12__check_winner"" doesn't conform to snake_case naming style | Instance of '_M' has no 'calculate_hand_value' member | Instance of '_M' has no 'calculate_hand_value' member | Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it | Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it | Too few public methods (1/2)",10
ClassEval_12__create_deck,"trailing-whitespace, trailing-whitespace, trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, import-outside-toplevel, undefined-variable, too-few-public-methods","Trailing whitespace | Trailing whitespace | Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""ClassEval_12__create_deck"" doesn't conform to snake_case naming style | Import outside toplevel (random) | Undefined variable 'random' | Too few public methods (1/2)",10
ClassEval_13__add_book,"missing-final-newline, missing-module-docstring, invalid-name, no-member, no-member, no-member, too-few-public-methods","Final newline missing | Missing module docstring | Module name ""ClassEval_13__add_book"" doesn't conform to snake_case naming style | Instance of '_M' has no 'inventory' member | Instance of '_M' has no 'inventory' member | Instance of '_M' has no 'inventory' member | Too few public methods (1/2)",7
ClassEval_13__remove_book,"trailing-whitespace, trailing-whitespace, trailing-whitespace, trailing-whitespace, trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, attribute-defined-outside-init, too-few-public-methods","Trailing whitespace | Trailing whitespace | Trailing whitespace | Trailing whitespace | Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""ClassEval_13__remove_book"" doesn't conform to snake_case naming style | Attribute 'inventory' defined outside __init__ | Too few public methods (1/2)",11
ClassEval_13__view_book_quantity,"missing-final-newline, missing-module-docstring, invalid-name, no-member, too-few-public-methods","Final newline missing | Missing module docstring | Module name ""ClassEval_13__view_book_quantity"" doesn't conform to snake_case naming style | Instance of '_M' has no 'inventory' member | Too few public methods (1/2)",5
ClassEval_13__view_inventory,"missing-final-newline, missing-module-docstring, invalid-name, no-member, too-few-public-methods","Final newline missing | Missing module docstring | Module name ""ClassEval_13__view_inventory"" doesn't conform to snake_case naming style | Instance of '_M' has no 'inventory' member | Too few public methods (1/2)",5
ClassEval_14__add_book,"missing-final-newline, missing-module-docstring, invalid-name, no-member, no-member, too-few-public-methods","Final newline missing | Missing module docstring | Module name ""ClassEval_14__add_book"" doesn't conform to snake_case naming style | Instance of '_M' has no 'connection' member | Instance of '_M' has no 'connection' member | Too few public methods (1/2)",6
ClassEval_14__borrow_book,"trailing-whitespace, trailing-whitespace, trailing-whitespace, missing-final-newline, missing-module-docstring, invalid-name, import-outside-toplevel, no-member, too-few-public-methods","Trailing whitespace | Trailing whitespace | Trailing whitespace | Final newline missing | Missing module docstring | Module name ""ClassEval_14__borrow_book"" doesn't conform to snake_case naming style | Import outside toplevel (sqlite3) | Instance of '_M' has no 'db_name' member | Too few public methods (1/2)",9
